Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
25,120,453,413,59,101,18,2,12,51,4,4,34,115,.245,.307,.385,.692,89,159,9,4,0,2,0
26,136,561,518,75,171,27,5,18,80,5,3,33,111,.330,.380,.506,.885,138,262,14,9,0,1,5
27,93,385,356,47,84,11,2,19,49,3,1,20,102,.236,.281,.438,.719,95,156,9,4,0,5,2
28,125,530,489,61,138,25,2,20,72,10,4,31,125,.282,.332,.464,.796,112,227,15,7,0,3,2
29,53,207,181,20,43,10,0,2,15,1,3,20,49,.238,.333,.326,.659,78,59,2,6,0,0,2
30,135,515,461,68,121,18,0,29,86,8,4,38,121,.262,.330,.490,.820,117,226,12,11,0,5,5
24,27,58,53,3,6,0,0,0,0,2,0,2,18,.113,.161,.113,.274,-18,6,1,1,2,0,1
25,152,597,528,55,126,23,5,6,52,12,10,56,120,.239,.314,.335,.649,81,177,5,3,7,3,4
26,115,408,350,45,89,16,1,7,29,5,5,52,69,.254,.350,.366,.715,94,128,9,1,2,3,2
27,89,215,186,15,40,9,2,2,17,3,0,27,48,.215,.318,.317,.635,68,59,4,1,1,0,3
28,96,246,210,21,42,13,2,3,28,13,3,31,58,.200,.310,.324,.634,76,68,8,3,1,1,0
28,3,11,10,0,3,0,0,0,0,0,1,1,3,.300,.364,.300,.664,86,3,0,0,0,0,0
28,93,235,200,21,39,13,2,3,28,13,2,30,55,.195,.308,.325,.633,76,65,8,3,1,1,0
29,29,108,100,14,22,3,1,2,11,4,1,6,24,.220,.269,.330,.599,58,33,1,1,0,1,0
30,26,61,45,6,9,1,0,2,5,1,0,15,20,.200,.393,.356,.749,104,16,0,0,0,1,0
31,94,302,259,36,64,11,1,6,31,10,1,38,68,.247,.348,.367,.714,93,95,1,3,0,2,0
24,43,158,147,17,45,11,1,1,13,7,1,9,28,.306,.348,.415,.763,105,61,1,1,0,1,0
25,6,23,22,4,6,1,0,0,1,0,0,1,4,.273,.304,.318,.623,73,7,0,0,0,0,0
26,61,244,222,27,59,9,2,7,31,10,0,15,56,.266,.316,.419,.734,98,93,4,3,0,4,0
27,115,442,399,54,100,21,3,4,46,14,6,33,90,.251,.310,.348,.658,80,139,10,4,0,6,2
28,133,502,471,55,142,29,4,5,53,28,5,24,108,.301,.339,.412,.751,109,194,9,4,0,3,2
29,140,604,551,101,169,34,6,16,72,28,6,37,98,.307,.361,.477,.838,125,263,16,12,0,4,4
30,103,434,397,56,114,19,1,9,56,14,5,31,84,.287,.339,.408,.747,100,162,15,2,0,4,3
31,155,645,584,86,175,27,5,15,49,26,2,54,100,.300,.363,.440,.803,113,257,20,5,0,2,1
32,141,620,539,90,166,25,2,10,38,30,7,71,94,.308,.395,.417,.813,119,225,10,8,0,2,1
33,148,623,562,75,146,30,0,11,48,18,8,50,106,.260,.325,.372,.697,81,209,14,6,0,4,0
34,5,21,18,4,6,1,0,0,2,0,0,3,2,.333,.429,.389,.817,122,7,1,0,0,0,1
35,78,286,257,40,66,13,0,8,36,13,2,26,48,.257,.329,.401,.729,95,103,5,2,0,1,0
25,15,12,10,1,4,2,0,0,1,0,0,1,1,.400,.500,.600,1.100,185,6,0,1,0,0,0
26,22,41,38,6,9,4,0,2,6,0,0,2,8,.237,.293,.500,.793,107,19,1,1,0,0,0
27,93,271,243,33,60,9,3,12,43,6,1,20,59,.247,.321,.457,.778,106,111,6,7,0,1,1
24,4,15,14,2,3,2,0,0,0,0,0,1,2,.214,.267,.357,.624,71,5,1,0,0,0,0
25,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
29,33,81,71,4,18,4,0,2,12,0,1,10,15,.254,.346,.394,.740,96,28,2,0,0,0,0
30,107,359,330,45,92,21,0,9,43,2,0,20,79,.279,.327,.424,.751,94,140,8,5,1,3,0
31,98,337,306,39,77,13,2,9,28,2,0,21,62,.252,.307,.395,.702,87,121,13,5,1,4,3
32,76,179,158,10,36,8,0,7,25,0,0,16,50,.228,.313,.411,.724,86,65,1,4,0,1,1
33,15,45,39,4,9,1,0,2,5,0,0,3,11,.231,.333,.410,.744,98,16,0,3,0,0,0
34,75,208,180,27,34,6,0,13,33,0,0,22,38,.189,.293,.439,.732,94,79,4,5,0,1,0
22,84,348,314,51,95,23,2,19,49,9,3,25,107,.303,.368,.570,.938,138,179,6,8,0,1,1
23,59,246,217,30,46,4,0,13,32,3,2,16,85,.212,.297,.410,.707,87,89,7,11,0,2,2
24,61,197,173,16,29,9,1,4,19,3,0,14,77,.168,.256,.301,.557,49,52,6,7,2,1,0
23,23,73,70,10,22,9,0,4,14,0,0,2,21,.314,.329,.614,.943,153,43,0,0,0,1,0
24,111,409,370,49,84,19,0,21,54,1,1,29,116,.227,.293,.449,.742,95,166,9,7,0,3,3
25,35,127,113,20,32,5,0,8,23,0,1,11,20,.283,.346,.540,.886,139,61,1,1,0,2,1
26,50,151,139,12,29,4,1,4,8,0,0,9,33,.209,.272,.338,.610,66,47,3,3,0,0,1
26,56,174,158,22,43,10,1,7,28,0,0,14,32,.272,.333,.481,.814,116,76,3,1,0,1,3
23,75,254,218,22,45,7,2,5,19,1,1,29,73,.206,.308,.326,.634,74,71,5,4,1,2,0
24,87,340,282,46,74,16,0,9,34,2,2,43,77,.262,.382,.415,.797,122,117,7,13,0,2,0
25,74,237,207,23,44,9,1,2,19,2,2,24,59,.213,.312,.295,.607,66,61,10,6,0,0,0
26,13,24,21,4,7,0,0,0,2,0,0,3,6,.333,.417,.333,.750,112,7,0,0,0,0,0
27,50,90,73,10,12,2,0,2,4,0,0,12,28,.164,.303,.274,.577,58,20,1,3,1,1,1
24,18,63,58,9,17,2,0,3,7,0,1,5,11,.293,.349,.483,.832,127,28,2,0,0,0,0
25,71,157,143,18,29,7,2,2,19,1,1,13,36,.203,.274,.322,.596,57,46,0,1,0,0,0
27,53,87,78,12,20,5,0,1,3,4,0,9,15,.256,.333,.359,.692,87,28,2,0,0,0,1
24,15,35,35,2,6,3,0,0,2,0,0,0,8,.171,.171,.257,.429,18,9,3,0,0,0,0
25,42,126,119,10,27,7,0,3,15,0,0,4,36,.227,.252,.361,.613,67,43,2,0,3,0,1
26,46,136,130,10,19,5,0,2,7,1,0,3,35,.146,.176,.231,.407,8,30,2,2,0,1,0
27,68,231,202,22,50,13,1,3,27,2,0,25,67,.248,.333,.366,.700,94,74,4,2,0,2,0
28,44,129,119,9,18,2,1,2,9,1,0,8,33,.151,.205,.235,.440,18,28,1,0,2,0,0
30,15,34,30,6,9,4,0,0,3,0,0,3,7,.300,.382,.433,.816,119,13,1,1,0,0,0
23,9,24,20,2,4,1,0,0,0,0,0,4,8,.200,.333,.250,.583,61,5,0,0,0,0,0
24,9,7,6,1,2,0,0,1,4,0,0,0,2,.333,.429,.833,1.262,215,5,0,1,0,0,0
25,20,54,48,8,9,1,0,4,13,0,0,5,20,.188,.278,.458,.736,93,22,1,1,0,0,0
26,5,14,14,2,3,1,0,2,4,0,0,0,8,.214,.214,.714,.929,135,10,0,0,0,0,0
26,10,31,26,3,3,0,0,1,2,0,0,2,12,.115,.226,.231,.457,30,6,0,2,0,1,0
25,41,128,111,11,30,7,0,1,12,6,3,15,29,.270,.359,.360,.720,98,40,1,1,0,1,0
26,46,151,143,16,34,12,0,2,15,5,0,6,34,.238,.278,.364,.642,79,52,2,2,0,0,0
27,7,11,10,1,1,0,0,0,0,0,1,1,4,.100,.182,.100,.282,-21,1,0,0,0,0,0
23,53,166,146,21,31,4,1,5,17,3,3,17,54,.212,.307,.356,.663,82,52,1,3,0,0,1
24,42,86,79,13,13,2,2,4,11,2,0,5,42,.165,.209,.392,.602,61,31,0,0,0,2,0
25,57,167,146,23,27,4,1,7,17,5,1,21,57,.185,.287,.370,.657,74,54,3,0,0,0,0
25,17,60,53,9,12,2,1,1,5,4,1,7,14,.226,.317,.358,.675,77,19,0,0,0,0,0
25,40,107,93,14,15,2,0,6,12,1,0,14,43,.161,.271,.376,.647,72,35,3,0,0,0,0
26,16,39,31,5,7,2,1,1,7,0,1,7,11,.226,.359,.452,.811,122,14,0,0,0,1,0
27,4,8,8,1,2,0,1,0,1,0,0,0,1,.250,.250,.500,.750,95,4,0,0,0,0,0
26,1,3,2,1,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,2,0,0,0,0,0,0
22,1,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0
23,26,62,55,5,15,0,0,3,7,0,0,5,19,.273,.355,.436,.791,119,24,0,2,0,0,0
24,85,293,267,28,53,10,1,14,35,0,1,22,108,.199,.270,.401,.670,83,107,6,4,0,0,0
22,80,335,279,46,75,17,1,18,52,1,1,53,119,.269,.385,.530,.916,149,148,4,1,0,2,1
23,116,495,437,57,103,22,1,25,66,1,0,54,178,.236,.319,.462,.781,108,202,8,1,0,3,1
24,114,483,424,75,112,15,2,28,77,0,0,54,173,.264,.352,.507,.859,126,215,12,4,0,1,5
25,71,299,266,32,53,14,0,13,41,0,0,31,115,.199,.281,.398,.679,83,106,7,0,0,2,0
26,105,439,380,76,94,19,2,34,79,0,1,55,159,.247,.346,.576,.923,139,219,5,3,0,1,0
27,53,205,186,31,38,12,0,13,25,0,0,18,90,.204,.278,.478,.757,105,89,3,1,0,0,1
28,135,532,470,68,105,24,0,30,75,2,1,59,183,.223,.312,.466,.778,112,219,13,2,0,1,2
20,5,8,6,2,2,1,1,0,3,0,0,2,2,.333,.500,.833,1.333,268,5,0,0,0,0,0
21,4,12,10,1,3,0,0,0,1,1,0,2,1,.300,.417,.300,.717,103,3,0,0,0,0,0
22,69,270,245,24,69,15,4,4,27,4,3,17,46,.282,.332,.424,.757,103,104,3,3,2,3,0
23,133,544,488,60,125,30,3,13,74,13,5,41,78,.256,.313,.410,.723,92,200,7,2,7,6,1
24,77,333,302,38,87,18,3,6,42,7,7,25,62,.288,.345,.427,.773,110,129,5,2,3,1,0
25,153,704,631,107,186,40,7,22,79,4,3,60,116,.295,.356,.485,.841,121,306,11,4,2,7,2
26,55,226,209,22,54,8,0,4,19,4,2,13,35,.258,.304,.354,.658,82,74,7,1,2,1,0
27,152,644,588,97,158,35,2,33,98,11,6,45,118,.269,.323,.503,.826,125,296,4,5,0,6,0
22,49,182,166,17,48,8,2,3,19,1,0,12,21,.289,.335,.416,.751,101,69,5,1,0,3,1
23,157,658,606,76,150,27,6,17,59,6,5,40,55,.248,.296,.396,.692,90,240,16,3,5,4,1
24,146,576,540,44,132,18,4,7,46,4,5,32,60,.244,.286,.331,.617,75,179,25,0,2,2,4
25,147,583,535,60,142,23,2,4,44,5,3,39,48,.265,.321,.338,.660,84,181,19,6,1,2,6
26,124,483,448,48,126,22,2,4,44,10,1,28,38,.281,.324,.366,.690,91,164,16,2,1,4,0
27,158,647,589,77,164,38,2,14,69,19,6,47,67,.278,.331,.421,.752,102,248,20,3,0,8,0
28,146,600,554,68,162,26,5,11,75,10,2,35,44,.292,.337,.417,.754,108,231,17,5,1,5,2
29,103,424,398,47,105,19,0,7,40,10,2,24,37,.264,.309,.364,.673,78,145,21,2,0,0,1
30,30,127,118,19,35,7,0,0,10,2,0,8,16,.297,.346,.356,.702,94,42,5,1,0,0,0
31,131,451,412,37,92,12,0,3,31,1,0,32,62,.223,.283,.274,.558,57,113,14,3,3,1,0
24,14,34,32,1,5,1,0,1,4,0,0,2,12,.156,.206,.281,.487,32,9,0,0,0,0,0
26,75,294,274,34,66,16,0,9,33,4,1,14,61,.241,.289,.398,.687,91,109,6,5,0,1,0
27,158,668,579,89,174,37,3,24,93,5,2,76,110,.301,.384,.499,.883,145,289,15,6,1,6,2
28,158,695,608,93,155,31,2,29,98,8,0,76,130,.255,.342,.456,.798,127,277,16,7,0,4,5
29,158,711,620,122,184,41,2,41,123,6,0,73,133,.297,.371,.568,.939,151,352,16,6,2,10,0
30,155,700,577,122,164,32,5,37,99,7,1,109,119,.284,.404,.549,.953,153,317,16,9,2,3,6
31,113,496,415,65,112,21,0,33,78,2,2,76,111,.270,.385,.559,.944,148,232,5,3,0,2,1
32,52,219,187,30,46,14,0,8,23,2,0,31,54,.246,.352,.449,.801,119,84,3,0,0,1,2
32,36,159,137,22,32,11,0,5,16,2,0,21,44,.234,.333,.423,.757,108,58,1,0,0,1,2
32,16,60,50,8,14,3,0,3,7,0,0,10,10,.280,.400,.520,.920,147,26,2,0,0,0,0
33,155,659,549,96,142,33,0,37,94,4,2,100,155,.259,.379,.521,.900,126,286,13,8,0,2,2
34,28,102,81,14,18,2,0,6,11,0,0,18,24,.222,.373,.469,.842,132,38,4,2,0,1,1
35,135,543,457,73,113,26,0,26,72,0,0,74,114,.247,.352,.475,.827,127,217,22,4,0,8,2
24,79,301,260,29,58,12,0,7,28,1,0,31,104,.223,.322,.350,.672,88,91,3,8,0,2,0
21,46,138,129,16,27,7,1,2,6,2,2,6,44,.209,.250,.326,.576,57,42,1,1,2,0,0
22,92,331,298,44,67,19,6,10,38,10,2,23,118,.225,.284,.430,.714,90,128,2,3,4,3,0
23,140,511,462,69,117,14,6,16,51,29,1,38,150,.253,.314,.413,.728,93,191,1,4,5,2,2
24,28,94,90,8,14,4,0,0,4,5,0,3,28,.156,.183,.200,.383,5,18,1,0,1,0,0
25,87,295,271,48,71,30,4,10,46,14,3,19,68,.262,.314,.513,.827,115,139,3,2,2,1,1
26,39,135,130,19,33,3,0,13,27,2,1,2,36,.254,.267,.577,.844,125,75,2,1,0,2,0
27,61,254,235,50,72,23,0,19,32,9,1,13,62,.306,.358,.647,1.005,171,152,0,6,0,0,0
22,3,7,7,0,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,-21,1,0,0,0,0,0
23,113,447,396,52,93,20,2,17,63,6,2,42,93,.235,.309,.424,.734,96,168,2,3,1,5,3
24,147,568,511,67,124,32,2,19,69,6,1,47,114,.243,.312,.425,.737,95,217,5,6,1,3,2
25,156,611,532,80,119,30,4,20,58,4,5,71,96,.224,.319,.408,.727,97,217,8,5,0,3,2
26,134,596,524,98,132,32,0,36,90,1,5,60,99,.252,.336,.519,.855,123,272,5,8,0,4,0
27,48,196,171,27,39,9,0,9,23,3,0,22,36,.228,.321,.439,.760,109,75,1,2,0,1,0
28,121,490,426,61,90,21,4,19,54,10,0,54,96,.211,.306,.413,.719,98,176,2,6,0,4,3
24,8,7,5,1,1,1,0,0,0,0,0,2,0,.200,.429,.400,.829,120,2,0,0,0,0,0
25,41,138,130,15,29,3,0,6,22,1,0,7,32,.223,.261,.385,.645,64,50,1,0,0,1,0
26,96,333,307,35,72,15,2,9,34,2,4,21,87,.235,.287,.384,.671,75,118,5,2,1,1,1
27,31,133,115,19,38,9,1,7,26,3,1,17,28,.330,.421,.609,1.030,169,70,1,1,0,0,2
28,128,515,462,75,120,21,1,33,76,20,4,49,118,.260,.332,.524,.856,117,242,9,2,0,2,6
29,108,445,399,60,127,31,3,22,78,17,4,38,81,.318,.374,.576,.950,146,230,12,1,1,6,5
30,124,513,475,64,125,28,1,29,87,9,5,33,116,.263,.312,.509,.821,113,242,8,2,0,3,1
31,159,642,585,86,152,45,0,24,90,8,4,48,140,.260,.319,.460,.779,104,269,7,5,0,4,2
32,109,456,413,49,110,18,0,27,76,5,1,35,109,.266,.327,.506,.833,124,209,14,4,0,4,2
33,159,678,613,87,166,32,2,40,108,4,5,55,140,.271,.333,.525,.859,137,322,17,5,0,5,8
34,152,655,590,90,178,22,1,44,93,3,2,59,164,.302,.369,.566,.936,159,334,6,5,0,1,9
35,155,667,589,96,169,27,1,43,105,2,0,62,159,.287,.360,.555,.915,147,327,15,9,0,7,5
36,155,645,556,91,160,28,0,39,119,1,1,70,140,.288,.375,.549,.924,149,305,15,12,0,7,7
37,144,591,519,70,133,18,1,37,97,1,0,55,122,.256,.342,.509,.850,135,264,15,14,0,3,5
38,120,521,454,81,141,26,0,41,108,0,1,56,131,.311,.392,.639,1.031,168,290,14,7,0,3,8
39,53,214,185,33,56,6,0,16,33,0,0,25,58,.303,.397,.595,.992,171,110,8,4,0,0,5
40,140,584,513,79,136,21,1,32,86,3,0,51,126,.265,.334,.497,.832,130,255,14,7,0,9,10
40,85,346,296,44,87,13,1,19,50,3,0,35,63,.294,.370,.537,.907,148,159,10,5,0,7,6
40,55,238,217,35,49,8,0,13,36,0,0,16,63,.226,.283,.442,.725,103,96,4,2,0,2,4
22,92,366,326,54,109,20,1,4,28,2,2,36,29,.334,.399,.439,.838,124,143,2,1,0,3,1
23,32,121,112,16,36,9,0,0,13,0,0,8,11,.321,.364,.402,.765,113,45,2,0,0,1,0
24,121,479,428,58,126,17,6,2,42,2,2,43,48,.294,.357,.376,.733,105,161,9,2,0,6,2
26,23,52,46,5,9,1,3,0,3,0,0,6,15,.196,.288,.348,.636,70,16,1,0,0,0,0
27,102,335,302,38,81,19,2,7,45,0,0,29,72,.268,.335,.414,.749,104,125,8,2,1,1,2
28,93,359,311,70,85,16,1,31,67,0,0,41,87,.273,.365,.630,.995,157,196,5,5,0,2,0
29,23,81,72,8,12,1,0,2,5,0,0,7,37,.167,.247,.264,.511,42,19,1,1,0,1,0
30,68,243,207,29,53,15,0,13,34,1,1,31,71,.256,.358,.517,.875,139,107,4,3,0,2,0
23,59,231,215,23,54,11,1,8,34,1,1,14,52,.251,.299,.423,.722,98,91,3,1,0,1,2
26,29,97,93,9,33,4,1,3,21,0,0,2,3,.355,.371,.516,.887,139,48,4,1,0,1,0
27,58,204,190,28,51,9,0,4,21,0,0,5,8,.268,.299,.379,.678,79,72,6,5,0,4,0
28,8,16,16,4,4,1,0,1,3,0,0,0,2,.250,.250,.500,.750,101,8,0,0,0,0,0
29,72,216,208,17,49,8,0,7,21,0,0,3,12,.236,.259,.375,.634,74,78,12,4,0,1,0
25,73,216,200,19,48,9,1,4,23,10,1,12,55,.240,.292,.355,.647,79,71,7,3,0,1,0
25,7,21,19,4,6,2,0,1,5,0,0,0,5,.316,.381,.579,.960,162,11,0,2,0,0,0
26,58,213,189,25,38,10,0,9,16,0,0,15,70,.201,.291,.397,.688,89,75,1,9,0,0,0
25,91,309,283,54,75,16,2,13,45,2,1,18,102,.265,.313,.473,.786,111,134,2,3,2,3,2
26,72,228,198,28,51,11,2,8,25,0,0,21,71,.258,.351,.455,.805,113,90,5,8,0,1,0
27,42,123,113,17,25,3,2,4,15,0,2,5,44,.221,.285,.389,.674,85,44,0,5,0,0,0
28,76,178,164,14,31,6,1,3,13,1,1,10,62,.189,.249,.293,.541,50,48,0,3,1,0,0
24,16,47,43,3,13,3,0,2,5,2,0,3,7,.302,.348,.512,.859,132,22,3,0,0,0,1
25,58,175,152,25,38,9,0,0,12,2,1,18,30,.250,.328,.309,.637,73,47,5,1,0,3,2
26,52,98,88,8,15,2,1,0,0,4,1,8,17,.170,.247,.216,.463,25,19,2,1,0,0,1
26,20,40,37,3,5,1,1,0,0,2,0,3,8,.135,.200,.216,.416,10,8,0,0,0,0,0
26,32,58,51,5,10,1,0,0,0,2,1,5,9,.196,.281,.216,.496,36,11,2,1,0,0,1
27,40,103,84,10,14,3,0,2,5,0,2,18,26,.167,.314,.274,.588,66,23,5,0,0,0,0
29,15,34,30,4,6,1,0,0,1,0,0,2,11,.200,.265,.233,.498,40,7,0,1,0,1,0
30,51,157,139,21,34,7,0,2,12,1,0,17,40,.245,.325,.338,.663,86,47,4,0,0,1,0
27,30,53,48,8,12,4,0,3,6,0,0,5,19,.250,.321,.521,.842,117,25,0,0,0,0,1
28,12,23,22,0,3,1,0,0,3,0,0,0,7,.136,.174,.182,.356,-3,4,0,1,0,0,0
29,36,107,99,17,23,8,0,5,10,1,0,6,32,.232,.280,.465,.745,102,46,2,1,0,1,0
23,39,98,89,8,15,1,0,3,7,0,0,6,29,.169,.229,.281,.510,41,25,2,1,2,0,0
22,23,62,59,7,8,3,0,2,3,0,0,3,14,.136,.177,.288,.466,26,17,2,0,0,0,0
25,70,247,228,20,57,13,1,3,31,0,2,12,50,.250,.282,.355,.637,73,81,6,0,2,5,2
26,102,332,308,28,71,10,4,9,36,0,3,20,67,.231,.277,.377,.653,80,116,4,0,3,1,1
27,51,139,132,15,25,6,0,6,12,0,0,5,42,.189,.230,.371,.601,56,49,3,2,0,0,1
28,23,69,67,8,10,2,0,1,1,1,0,2,13,.149,.174,.224,.398,8,15,0,0,0,0,0
29,4,6,6,1,2,0,0,0,0,0,0,0,0,.333,.333,.333,.667,87,2,0,0,0,0,0
23,25,66,56,7,15,0,2,0,2,1,1,9,17,.268,.369,.339,.709,89,19,0,0,1,0,0
24,37,73,65,15,16,6,1,1,6,0,1,8,17,.246,.329,.415,.744,100,27,0,0,0,0,0
25,13,22,20,3,4,2,0,0,1,1,1,2,6,.200,.273,.300,.573,49,6,0,0,0,0,0
26,26,57,52,2,8,1,0,0,3,0,0,2,17,.154,.182,.173,.355,-4,9,1,0,2,1,0
27,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
23,1,4,3,0,1,1,0,0,0,0,0,0,0,.333,.500,.667,1.167,221,2,0,1,0,0,0
24,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0
24,23,24,23,3,4,2,0,1,4,0,0,1,8,.174,.208,.391,.600,60,9,0,0,0,0,0
24,9,12,12,2,3,1,0,0,0,1,0,0,2,.250,.250,.333,.583,64,4,0,0,0,0,0
25,114,425,401,32,106,18,5,7,41,0,1,16,90,.264,.297,.387,.683,88,155,17,3,4,1,0
26,105,373,344,31,76,9,1,12,48,0,1,23,109,.221,.272,.358,.629,69,123,12,2,1,3,0
27,106,391,352,39,89,14,2,13,49,1,0,26,89,.253,.318,.415,.733,94,146,8,9,1,3,0
28,118,457,427,31,94,16,0,8,39,0,3,26,116,.220,.267,.314,.581,57,134,9,2,0,2,0
29,118,476,439,62,120,26,1,18,60,4,1,30,137,.273,.328,.460,.789,108,202,10,6,1,0,1
30,31,111,97,20,28,3,0,7,15,1,1,8,30,.289,.360,.536,.896,143,52,2,4,0,2,0
31,121,412,375,29,87,12,1,10,46,1,2,32,115,.232,.294,.349,.643,77,131,12,2,0,3,1
24,161,693,597,103,155,30,2,53,120,1,0,72,183,.260,.358,.583,.941,147,348,13,21,0,3,6
25,57,239,208,31,48,6,0,16,35,1,0,24,61,.231,.326,.490,.817,122,102,4,6,0,1,4
26,152,637,561,81,147,27,3,37,94,3,0,60,127,.262,.344,.519,.863,134,291,20,12,0,4,6
26,63,248,225,35,74,11,6,3,19,7,1,14,24,.329,.381,.471,.852,138,106,2,5,4,0,1
27,133,567,510,83,162,38,1,23,75,5,6,35,75,.318,.384,.531,.916,143,271,5,21,0,1,2
28,52,209,183,19,57,14,0,4,23,0,2,20,24,.311,.383,.454,.836,130,83,3,3,0,3,2
29,120,426,386,48,97,19,1,7,35,3,0,29,58,.251,.319,.360,.679,88,139,10,10,0,1,0
21,99,438,390,50,122,22,4,12,51,12,2,27,69,.313,.353,.482,.835,121,188,12,1,13,7,0
22,158,684,604,99,182,30,3,15,78,19,5,57,88,.301,.358,.435,.794,106,263,18,5,3,15,3
23,159,723,651,99,178,44,4,33,89,15,3,60,93,.273,.337,.505,.842,116,329,11,4,5,3,6
24,158,745,661,129,183,42,2,38,92,25,10,70,107,.277,.352,.519,.871,132,343,5,8,3,3,7
25,143,654,598,101,170,40,2,32,74,22,5,46,98,.284,.335,.518,.854,118,310,13,3,1,6,9
26,60,266,236,30,61,13,0,8,27,6,2,24,41,.258,.335,.415,.750,104,98,8,4,0,2,2
27,125,524,452,73,104,16,3,20,63,10,4,58,96,.230,.322,.412,.734,101,186,7,5,6,3,4
22,58,241,210,26,51,9,2,1,8,18,8,24,71,.243,.321,.319,.640,79,67,5,0,7,0,1
23,87,289,263,31,55,13,2,7,27,17,4,19,80,.209,.267,.354,.620,75,93,4,2,4,1,1
24,53,128,116,18,33,7,1,2,11,7,2,10,29,.284,.339,.414,.752,109,48,3,0,1,1,0
25,156,679,589,92,168,38,3,19,63,62,18,79,174,.285,.369,.457,.826,117,269,7,2,5,4,4
26,122,436,403,49,97,18,1,11,40,23,8,30,132,.241,.293,.372,.665,72,150,4,0,2,1,1
27,87,279,257,26,67,10,1,6,22,14,2,19,80,.261,.315,.377,.693,85,97,9,2,0,1,0
27,54,236,209,28,54,4,0,8,24,21,3,22,58,.258,.336,.392,.729,101,82,4,3,1,1,0
28,162,714,642,111,176,33,5,24,73,40,9,61,176,.274,.339,.453,.792,108,291,8,4,2,4,0
29,30,128,116,10,30,4,0,2,9,9,5,10,32,.259,.315,.345,.660,79,40,2,0,1,1,1
29,22,79,69,3,13,1,0,0,6,7,0,9,22,.188,.278,.203,.481,36,14,0,0,0,1,0
30,142,505,454,63,113,18,2,18,42,14,7,46,132,.249,.322,.416,.738,102,189,6,3,2,0,2
22,49,183,167,17,33,6,0,9,26,0,0,14,49,.198,.262,.395,.658,74,66,5,1,0,1,0
23,56,149,143,14,32,11,1,5,11,0,0,4,47,.224,.255,.420,.675,85,60,2,2,0,0,0
24,89,197,177,35,50,10,0,11,25,1,2,19,44,.282,.355,.525,.881,132,93,5,1,0,0,0
25,50,199,177,27,56,21,1,10,42,0,0,14,45,.316,.377,.616,.993,168,109,2,5,0,3,0
26,145,493,446,43,109,20,0,11,58,2,1,32,112,.244,.304,.363,.667,84,162,13,9,0,6,2
23,32,80,73,12,20,1,0,1,6,0,0,6,20,.274,.338,.329,.666,83,24,0,1,0,0,0
24,69,215,177,26,46,11,1,5,21,2,0,33,60,.260,.379,.418,.797,115,74,3,2,1,2,1
25,140,535,433,77,114,28,8,17,47,9,6,80,140,.263,.404,.483,.886,148,209,8,22,0,0,2
26,69,254,199,34,44,11,1,8,29,3,0,46,71,.221,.375,.407,.783,111,81,1,5,1,3,2
27,55,225,186,33,52,8,3,8,18,1,2,33,43,.280,.404,.484,.888,145,90,1,6,0,0,0
28,92,386,325,51,95,17,3,8,28,5,4,54,79,.292,.401,.437,.838,132,142,3,5,2,0,0
22,56,194,174,30,47,14,0,9,26,0,1,17,39,.270,.335,.506,.841,130,88,4,1,0,2,0
23,109,348,304,38,67,21,1,12,42,2,1,36,89,.220,.310,.414,.725,95,126,6,5,0,3,2
24,109,440,373,72,104,20,1,27,68,2,0,57,113,.279,.384,.555,.939,148,207,3,8,0,2,5
25,153,638,543,78,132,25,1,28,82,3,4,84,159,.243,.350,.448,.797,122,243,10,7,0,4,8
26,151,648,549,90,141,29,1,33,92,7,2,84,149,.257,.363,.494,.856,127,271,11,10,0,5,5
27,54,233,202,40,65,12,0,9,31,3,3,24,57,.322,.412,.515,.927,154,104,6,7,0,0,0
28,125,479,406,52,94,20,0,14,55,1,0,59,104,.232,.344,.384,.729,101,156,14,12,0,2,3
24,36,110,102,11,21,4,0,3,13,0,1,4,29,.206,.250,.333,.583,59,34,0,2,2,0,0
25,53,122,116,19,31,9,0,2,7,1,2,4,28,.267,.295,.397,.692,95,46,3,1,0,1,0
26,159,628,586,76,163,31,2,12,56,25,4,28,85,.278,.314,.399,.713,93,234,9,5,4,5,1
27,146,584,548,59,146,35,2,7,53,14,6,24,90,.266,.303,.376,.679,81,206,12,6,3,3,0
28,154,632,587,72,150,37,1,16,42,15,6,33,95,.256,.300,.404,.704,86,237,13,6,3,3,0
29,142,542,512,65,129,40,2,15,59,14,3,18,98,.252,.282,.426,.708,92,218,8,6,0,6,0
30,5,17,16,1,1,0,0,0,1,0,0,0,3,.063,.059,.063,.121,-67,1,0,0,0,1,0
30,156,628,595,82,157,37,3,21,87,14,5,18,86,.264,.293,.442,.735,92,263,15,9,0,6,4
