Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
31,30,126,117,20,32,7,2,4,13,1,1,8,23,.274,.325,.470,.795,109,55,4,1,0,0,0
31,24,97,91,14,28,5,1,2,13,4,1,5,18,.308,.351,.451,.801,103,41,0,1,0,0,1
32,124,347,325,40,75,11,2,15,47,4,3,11,81,.231,.277,.415,.692,88,135,5,10,0,1,0
24,24,68,62,8,14,4,0,4,7,1,1,4,20,.226,.279,.484,.763,104,30,3,1,0,1,0
25,42,113,103,9,18,2,0,1,5,0,0,10,29,.175,.248,.223,.471,32,23,3,0,0,0,0
26,140,453,410,65,126,22,1,22,57,3,0,38,97,.307,.369,.527,.895,137,216,14,3,0,2,2
27,56,229,190,26,47,9,0,6,19,0,0,31,56,.247,.371,.389,.761,111,74,8,7,0,1,1
28,73,211,179,18,51,12,0,5,23,1,0,24,68,.285,.384,.436,.820,126,78,4,6,0,2,1
23,5,10,10,0,3,1,0,0,3,0,0,0,2,.300,.300,.400,.700,86,4,0,0,0,0,0
24,34,90,84,10,14,3,0,1,9,0,0,4,27,.167,.200,.238,.438,23,20,4,0,0,2,0
25,50,144,136,9,26,5,0,4,14,0,0,7,37,.191,.231,.316,.547,45,43,4,0,1,0,2
26,7,26,24,4,7,1,0,2,6,0,0,2,6,.292,.346,.583,.929,150,14,2,0,0,0,0
27,58,161,153,16,34,5,1,3,13,1,0,5,44,.222,.261,.327,.588,61,50,4,3,0,0,1
23,35,74,67,4,14,2,0,0,5,1,0,7,3,.209,.284,.239,.523,49,16,1,0,0,0,0
24,45,70,61,8,15,4,0,1,3,0,0,7,14,.246,.324,.361,.684,84,22,2,0,2,0,0
25,29,68,57,6,19,6,0,0,9,2,0,10,17,.333,.426,.439,.865,140,25,3,0,0,1,0
26,69,156,132,13,35,3,0,1,5,0,2,23,23,.265,.374,.311,.685,93,41,2,0,1,0,2
21,7,25,22,3,4,1,1,0,1,3,0,2,2,.182,.250,.318,.568,58,7,0,0,1,0,1
22,72,256,241,25,78,8,2,3,25,21,10,7,33,.324,.352,.411,.762,102,99,3,5,0,3,0
23,143,518,487,50,126,9,4,5,37,23,8,20,70,.259,.297,.324,.622,63,158,7,7,3,1,1
24,157,683,632,85,182,31,4,14,58,23,6,29,75,.288,.326,.416,.742,98,263,12,9,8,5,4
25,141,403,376,37,90,18,2,6,33,7,6,17,58,.239,.285,.346,.631,60,130,9,8,0,2,0
26,34,120,111,13,25,8,1,1,8,1,1,5,18,.225,.275,.342,.617,64,38,3,3,0,1,0
27,64,154,142,21,29,7,0,6,20,1,0,9,26,.204,.266,.380,.647,76,54,5,3,0,0,0
22,20,59,56,3,12,3,0,2,8,0,0,2,8,.214,.254,.375,.629,66,21,5,1,0,0,0
23,134,499,461,59,130,31,1,16,53,1,1,31,100,.282,.329,.458,.786,101,211,14,3,0,4,2
24,135,480,445,41,119,37,2,13,63,1,1,28,103,.267,.317,.447,.764,91,199,9,5,0,2,1
25,26,86,77,5,13,4,0,1,10,0,0,7,20,.169,.256,.260,.516,43,20,5,2,0,0,0
25,18,57,51,2,9,2,0,1,7,0,0,5,12,.176,.263,.275,.538,48,14,4,1,0,0,0
25,8,29,26,3,4,2,0,0,3,0,0,2,8,.154,.241,.231,.472,32,6,1,1,0,0,0
26,120,447,418,43,91,21,1,15,41,0,1,25,113,.218,.262,.380,.642,70,159,6,1,0,3,0
27,21,49,46,3,7,1,0,0,1,0,0,2,9,.152,.184,.174,.358,0,8,0,0,0,1,0
28,51,88,84,7,23,5,0,4,14,0,0,3,22,.274,.307,.476,.783,112,40,3,1,0,0,0
27,37,87,79,6,15,3,0,1,6,0,0,4,18,.190,.253,.266,.519,44,21,2,3,0,1,1
22,47,117,112,14,31,9,1,3,14,0,0,5,20,.277,.308,.455,.763,99,51,5,0,0,0,0
23,132,323,299,39,89,18,1,8,46,1,0,19,53,.298,.338,.445,.782,100,133,8,0,3,2,1
24,152,479,444,62,127,24,1,5,41,1,3,24,83,.286,.323,.378,.701,86,168,12,3,2,6,1
25,130,363,339,41,80,11,1,12,32,2,1,16,62,.236,.271,.381,.651,67,129,8,1,5,2,4
26,28,34,30,4,5,1,0,0,1,0,0,3,9,.167,.265,.200,.465,29,6,0,1,0,0,0
27,47,54,52,3,6,3,0,0,0,0,0,2,17,.115,.148,.173,.321,-12,9,1,0,0,0,0
23,8,22,21,3,6,3,0,1,3,0,0,1,3,.286,.318,.571,.890,137,12,0,0,0,0,0
24,12,29,27,4,8,1,0,0,2,0,0,1,12,.296,.321,.333,.655,76,9,0,0,1,0,0
25,5,17,16,3,4,0,0,0,1,2,0,1,2,.250,.294,.250,.544,46,4,0,0,0,0,0
26,51,132,123,10,36,5,1,2,6,1,2,7,29,.293,.331,.398,.729,95,49,5,0,2,0,1
27,11,34,30,4,8,1,0,0,2,1,0,3,6,.267,.324,.300,.624,68,9,0,0,0,1,0
28,10,18,18,0,2,0,1,0,0,0,1,0,9,.111,.111,.222,.333,-13,4,0,0,0,0,0
29,17,37,33,3,7,1,0,1,1,0,1,4,9,.212,.297,.333,.631,74,11,1,0,0,0,1
20,24,53,49,8,7,3,0,1,2,5,0,3,21,.143,.208,.265,.473,23,13,0,1,0,0,0
21,8,36,32,9,16,2,0,0,2,4,0,3,8,.500,.543,.563,1.105,191,18,0,0,1,0,0
22,54,199,176,30,44,12,2,4,13,1,3,17,51,.250,.318,.409,.727,89,72,2,1,4,1,1
23,82,322,291,46,68,7,3,8,28,9,2,24,92,.234,.302,.361,.663,76,105,4,5,1,1,1
24,137,568,516,82,136,24,8,9,40,40,8,44,125,.264,.323,.393,.716,103,203,6,2,4,2,2
25,147,561,507,67,123,20,5,8,45,26,7,44,110,.243,.306,.349,.656,85,177,12,4,3,3,1
26,14,57,51,7,8,1,0,1,5,4,1,4,9,.157,.232,.235,.467,36,12,3,1,1,0,1
27,95,272,251,24,59,13,4,1,15,4,3,19,56,.235,.290,.331,.621,81,83,8,1,0,1,2
28,141,555,505,65,135,18,2,10,59,23,6,45,102,.267,.327,.370,.697,94,187,16,1,1,3,1
29,94,391,349,65,110,14,5,4,43,15,6,36,69,.315,.383,.418,.801,118,146,8,3,2,1,0
30,114,450,395,63,90,20,2,10,35,33,8,51,94,.228,.318,.365,.683,86,144,12,2,1,1,1
30,93,387,336,57,79,19,1,6,22,29,5,48,78,.235,.333,.351,.685,87,118,11,2,0,1,1
30,21,63,59,6,11,1,1,4,13,4,3,3,16,.186,.226,.441,.666,77,26,1,0,1,0,0
31,99,287,251,20,63,12,1,3,20,8,5,32,55,.251,.338,.343,.681,90,86,3,2,0,2,1
31,30,97,91,12,22,2,1,1,8,2,0,6,20,.242,.289,.319,.607,71,29,4,0,0,0,0
32,82,269,239,48,68,17,0,11,32,9,6,30,72,.285,.364,.494,.858,127,118,5,0,0,0,0
33,14,45,41,5,10,4,0,1,2,0,0,4,13,.244,.311,.415,.726,98,17,3,0,0,0,0
33,18,56,52,3,13,4,1,0,5,3,0,3,12,.250,.304,.365,.669,80,19,1,1,0,0,0
34,9,33,28,2,1,0,0,0,0,1,0,3,12,.036,.182,.036,.218,-34,1,0,2,0,0,0
23,11,18,18,2,1,1,0,0,1,0,0,0,13,.056,.056,.111,.167,-56,2,0,0,0,0,0
21,7,19,15,1,3,0,0,0,2,1,0,1,3,.200,.294,.200,.494,45,3,2,1,2,0,1
22,2,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
27,31,88,83,5,16,5,0,0,5,0,0,5,15,.193,.239,.253,.492,31,21,0,0,0,0,0
29,6,12,11,0,2,0,0,0,1,0,0,1,4,.182,.250,.182,.432,22,2,0,0,0,0,0
22,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
23,53,229,201,34,60,12,0,20,42,1,0,24,57,.299,.376,.657,1.032,168,132,5,2,0,2,2
24,122,525,471,79,131,20,0,33,90,2,1,40,120,.278,.345,.531,.876,126,250,9,10,0,4,1
25,89,374,323,51,60,17,0,18,53,1,0,46,94,.186,.291,.406,.697,89,131,10,3,0,2,0
26,106,446,396,62,92,12,1,34,77,0,1,40,125,.232,.316,.525,.841,119,208,3,9,0,1,3
27,49,178,156,19,23,4,0,10,24,0,0,18,64,.147,.253,.365,.618,70,57,6,4,0,0,0
28,117,440,383,54,78,13,1,23,54,0,0,52,121,.204,.307,.423,.730,99,162,14,5,0,0,3
22,37,62,60,3,15,2,0,0,4,0,0,1,12,.250,.262,.283,.546,50,17,2,0,1,0,0
23,81,247,229,26,68,12,4,2,22,1,2,13,42,.297,.332,.410,.742,88,94,8,0,3,2,4
24,109,434,404,39,113,21,3,2,28,18,7,19,67,.280,.311,.361,.673,74,146,13,1,7,3,2
25,149,538,494,59,132,15,5,5,42,10,10,33,97,.267,.315,.348,.663,75,172,13,2,7,2,7
26,150,620,564,85,170,21,5,6,61,23,3,50,107,.301,.358,.388,.746,92,219,20,1,3,2,4
27,146,635,552,104,192,32,8,11,66,11,7,66,80,.348,.416,.495,.911,128,273,19,3,8,6,2
28,155,682,609,95,189,28,4,8,64,6,5,59,90,.310,.374,.409,.783,93,249,24,6,3,5,1
29,128,581,533,90,147,32,2,15,62,6,5,37,82,.276,.321,.428,.749,88,228,14,2,2,7,0
30,145,655,602,109,197,33,2,26,102,5,2,46,90,.327,.375,.518,.893,136,312,14,2,1,4,0
31,50,216,195,41,71,10,2,10,27,3,0,18,21,.364,.421,.590,1.011,178,115,3,2,0,1,0
32,150,679,597,84,160,24,1,10,57,4,2,73,94,.268,.349,.362,.711,97,216,16,4,0,5,2
21,123,484,431,54,117,16,1,24,77,6,2,42,122,.271,.340,.480,.820,122,207,8,5,1,5,3
22,144,604,546,96,152,26,0,38,90,5,2,48,129,.278,.337,.535,.871,128,292,10,3,1,6,3
23,42,160,136,17,33,8,0,3,16,1,0,22,28,.243,.356,.368,.724,103,50,5,2,0,0,0
24,127,516,459,50,119,22,0,9,51,14,6,50,104,.259,.331,.366,.697,93,168,12,1,2,4,1
23,81,288,267,25,60,8,1,6,21,0,1,18,58,.225,.279,.330,.608,63,88,9,2,1,0,0
25,67,165,156,14,35,7,0,1,15,0,0,8,22,.224,.262,.288,.551,44,45,6,0,1,0,0
26,19,46,43,7,10,1,0,1,3,0,0,2,10,.233,.283,.326,.608,68,14,1,1,0,0,0
27,132,476,442,73,139,34,0,21,74,1,1,25,87,.314,.355,.534,.889,133,236,13,5,0,4,1
28,43,174,151,24,45,11,0,6,30,1,0,18,25,.298,.368,.490,.858,137,74,6,1,0,4,0
29,116,442,420,42,112,18,2,14,49,1,0,20,109,.267,.301,.419,.720,96,176,16,1,0,1,0
21,36,123,108,16,22,3,1,6,14,3,0,15,57,.204,.301,.417,.717,91,45,0,0,0,0,3
22,17,30,25,2,1,0,0,1,1,1,0,5,19,.040,.200,.160,.360,-3,4,0,0,0,0,0
23,145,532,449,85,94,18,3,41,80,7,2,75,196,.209,.333,.537,.869,118,241,3,8,0,0,1
24,148,577,500,82,103,24,1,40,92,3,4,74,207,.206,.312,.498,.810,109,249,3,3,0,0,4
25,70,297,241,54,61,15,1,22,49,4,2,52,114,.253,.389,.598,.986,145,144,0,2,1,1,4
26,57,226,193,23,35,8,0,10,26,2,0,29,79,.181,.301,.378,.679,87,73,0,4,0,0,2
27,153,616,498,90,99,13,1,38,77,6,0,111,213,.199,.351,.458,.808,121,228,6,6,0,1,5
27,95,388,310,57,69,6,1,25,55,6,0,74,125,.223,.379,.490,.869,139,152,3,4,0,0,4
27,58,228,188,33,30,7,0,13,22,0,0,37,88,.160,.303,.404,.707,93,76,3,2,0,1,1
24,42,141,127,18,29,5,2,0,16,13,1,8,30,.228,.283,.299,.582,53,38,0,2,3,1,0
25,108,284,248,48,67,6,6,3,23,26,5,26,40,.270,.345,.379,.724,87,94,3,3,6,1,0
26,150,569,477,97,132,20,7,5,47,47,9,79,101,.277,.383,.379,.762,105,181,6,5,5,3,1
27,159,588,510,87,132,19,8,7,36,49,13,60,93,.259,.345,.369,.713,92,188,5,8,8,2,1
28,16,37,31,7,10,2,0,0,3,2,2,5,7,.323,.417,.387,.804,120,12,0,0,1,0,0
29,145,609,539,81,147,33,10,8,52,24,8,52,127,.273,.344,.416,.759,110,224,8,8,7,3,1
30,148,636,555,87,142,25,8,17,58,21,5,56,134,.256,.327,.422,.749,111,234,3,6,13,6,0
31,151,656,571,94,148,26,3,16,66,20,5,68,135,.259,.343,.399,.742,103,228,8,6,8,3,1
32,148,634,547,80,143,22,6,7,41,16,4,70,106,.261,.351,.362,.713,92,198,6,8,4,5,0
33,151,682,594,96,157,26,4,21,63,23,5,72,122,.264,.350,.428,.778,104,254,4,8,5,3,2
34,140,609,530,95,125,20,7,12,45,16,2,65,107,.236,.322,.368,.690,89,195,6,5,4,5,0
35,141,550,491,86,123,26,7,28,74,10,2,52,108,.251,.325,.503,.829,117,247,6,4,0,3,0
36,49,158,130,20,29,5,1,5,15,3,3,26,35,.223,.354,.392,.747,109,51,0,1,0,1,0
37,140,461,387,47,86,16,4,10,39,4,0,60,100,.222,.327,.362,.689,90,140,3,3,5,6,0
24,27,95,84,10,15,2,0,4,10,0,1,9,42,.179,.263,.345,.608,61,29,2,1,0,1,0
25,155,678,542,128,154,24,3,52,114,9,4,127,208,.284,.422,.627,1.049,171,340,15,5,0,4,11
26,112,498,413,77,115,22,0,27,67,6,3,76,152,.278,.392,.528,.919,150,218,10,4,0,5,3
27,102,447,378,75,103,18,1,27,55,3,2,64,141,.272,.381,.540,.921,143,204,11,3,0,1,4
28,28,114,101,23,26,3,0,9,22,0,1,10,32,.257,.336,.554,.891,143,56,5,2,0,0,0
29,148,633,550,89,158,24,0,39,98,6,1,75,158,.287,.373,.544,.916,149,299,16,3,0,5,2
20,100,396,359,45,93,21,1,22,59,5,2,34,123,.259,.326,.507,.833,118,182,7,2,0,1,6
21,150,601,516,79,135,30,5,34,87,5,5,70,166,.262,.356,.537,.893,141,277,11,9,0,6,6
22,123,501,449,75,130,30,1,37,86,6,2,46,143,.290,.361,.608,.969,155,273,5,5,0,1,9
23,116,504,425,62,106,26,0,24,62,1,0,74,140,.249,.365,.480,.845,131,204,10,4,0,1,5
24,145,638,539,89,155,31,1,37,105,13,1,94,170,.288,.395,.555,.950,164,299,16,3,0,2,24
25,74,318,279,47,74,12,1,27,67,4,2,34,95,.265,.346,.606,.952,159,169,5,2,0,3,6
26,119,470,413,56,99,20,1,27,74,0,0,50,140,.240,.326,.489,.815,120,202,6,4,0,2,5
27,159,692,597,123,168,32,0,59,132,2,2,85,163,.281,.376,.631,1.007,169,377,13,7,0,3,13
28,158,705,617,102,164,34,1,38,100,5,0,70,211,.266,.343,.509,.852,130,314,17,8,0,10,5
29,18,72,59,8,17,3,0,3,13,0,0,12,24,.288,.403,.492,.894,138,29,1,0,0,1,0
30,23,94,76,12,19,7,0,4,11,1,1,15,27,.250,.387,.500,.887,145,38,4,2,0,0,1
31,139,579,510,64,139,19,0,35,97,0,0,63,157,.273,.354,.516,.870,136,263,22,3,0,3,1
20,114,417,386,39,100,14,7,9,48,4,7,17,71,.259,.297,.402,.698,93,155,7,5,6,3,1
21,120,470,426,54,111,21,9,16,61,6,7,23,79,.261,.316,.465,.781,107,198,3,14,2,5,2
22,150,632,605,89,164,33,4,33,88,14,7,19,135,.271,.296,.502,.798,105,304,6,4,0,4,0
23,162,651,607,79,124,21,3,30,75,15,6,32,162,.204,.252,.397,.649,63,241,13,8,0,4,5
24,129,535,474,76,120,23,2,18,63,12,12,43,127,.253,.326,.424,.751,96,201,5,11,2,5,2
25,145,581,522,77,107,30,1,30,93,11,9,52,178,.205,.283,.439,.721,79,229,4,5,1,1,2
26,38,148,138,15,23,4,0,10,30,0,1,7,47,.167,.209,.413,.623,66,57,2,1,0,2,0
27,102,361,322,42,65,12,0,15,39,0,1,27,100,.202,.286,.379,.665,82,122,3,11,1,0,2
26,62,124,114,18,28,9,0,4,18,0,0,7,31,.246,.306,.430,.736,92,49,4,3,0,0,0
27,8,13,11,2,2,0,0,1,3,0,0,2,4,.182,.308,.455,.762,106,5,0,0,0,0,0
27,39,148,132,28,44,5,0,14,33,0,0,15,39,.333,.405,.689,1.095,193,91,3,1,0,0,0
28,118,510,429,72,113,21,1,21,62,0,0,71,142,.263,.378,.464,.842,124,199,12,9,0,1,2
29,56,234,213,41,59,5,0,22,52,0,0,17,54,.277,.338,.610,.948,157,130,4,3,0,1,0
30,68,241,213,26,51,7,1,11,35,0,0,21,74,.239,.328,.437,.764,109,93,12,7,0,0,0
22,39,142,134,16,31,9,4,4,17,1,0,7,43,.231,.268,.448,.715,84,60,2,0,0,1,0
23,15,41,34,9,9,3,0,0,1,0,0,5,13,.265,.390,.353,.743,107,12,3,2,0,0,0
24,69,246,225,31,60,14,0,12,38,1,2,16,70,.267,.317,.489,.806,111,110,2,2,0,3,1
25,39,160,131,24,35,6,1,8,26,3,0,25,44,.267,.394,.511,.905,150,67,5,3,0,1,0
26,66,218,183,20,34,9,0,5,15,2,0,32,65,.186,.317,.317,.633,76,58,8,3,0,0,0
27,9,20,18,2,0,0,0,0,0,0,0,2,6,.000,.100,.000,.100,-70,0,0,0,0,0,0
28,29,79,72,6,12,2,0,3,6,0,0,6,16,.167,.241,.319,.560,52,23,2,1,0,0,0
29,18,57,56,8,12,5,0,3,11,0,0,0,26,.214,.211,.464,.675,72,26,1,0,0,1,0
30,16,48,48,7,12,1,0,4,10,0,0,0,11,.250,.250,.521,.771,107,25,0,0,0,0,0
31,67,211,193,20,35,10,0,10,29,0,0,17,59,.181,.246,.389,.635,71,75,4,0,0,1,0
22,5,8,7,0,4,2,0,0,4,1,0,1,0,.571,.625,.857,1.482,286,6,0,0,0,0,0
23,149,606,573,83,170,47,2,27,92,2,1,25,97,.297,.328,.527,.855,130,302,9,4,0,4,2
24,12,49,47,1,6,0,0,0,1,0,0,1,11,.128,.143,.128,.271,-26,6,4,0,0,1,0
25,21,65,62,5,15,2,1,1,5,0,0,3,9,.242,.277,.355,.632,75,22,1,0,0,0,0
26,45,162,154,19,39,2,0,6,12,0,1,7,28,.253,.284,.383,.667,82,59,8,0,0,1,0
22,30,63,58,7,9,4,0,0,2,1,1,5,19,.155,.222,.224,.446,19,13,2,0,0,0,0
23,36,70,66,8,11,4,0,1,5,1,0,4,23,.167,.214,.273,.487,33,18,1,0,0,0,0
24,43,108,94,16,23,3,1,2,11,7,0,11,28,.245,.330,.362,.692,86,34,0,1,2,0,0
25,52,105,88,19,15,3,0,3,10,4,1,12,22,.170,.288,.307,.595,67,27,1,3,1,1,0
26,103,145,127,31,34,5,1,0,5,17,6,16,37,.268,.354,.323,.677,90,41,3,1,0,0,1
23,81,313,281,37,54,11,3,8,27,9,3,24,84,.192,.259,.338,.597,63,95,0,2,4,2,0
24,69,225,186,22,40,8,0,1,18,4,3,36,56,.215,.341,.274,.615,76,51,2,0,2,1,0
25,97,390,352,48,90,11,3,11,33,13,3,34,66,.256,.323,.398,.721,98,140,6,2,0,2,2
26,123,361,327,32,71,13,1,8,31,3,4,30,68,.217,.281,.336,.617,65,110,7,0,1,3,1
27,88,361,301,54,80,18,0,15,52,10,5,51,67,.266,.372,.475,.847,122,143,8,3,1,5,0
28,137,581,480,90,119,18,3,27,79,11,2,90,111,.248,.366,.467,.833,127,224,1,3,2,6,1
29,59,255,221,41,52,10,0,12,36,1,2,31,72,.235,.325,.443,.769,103,98,2,0,0,3,0
30,54,211,169,28,38,10,2,6,21,4,1,41,38,.225,.379,.414,.793,122,70,4,1,0,0,1
31,32,126,108,13,21,3,0,4,14,0,0,14,30,.194,.294,.333,.627,73,36,3,2,0,2,0
26,50,163,143,30,37,7,0,12,25,0,0,17,28,.259,.350,.559,.909,137,80,0,3,0,0,2
27,29,84,74,5,10,4,0,2,11,0,0,7,16,.135,.226,.270,.496,38,20,4,2,0,1,0
28,22,72,60,6,8,0,0,3,5,0,0,11,23,.133,.278,.283,.561,56,17,1,1,0,0,1
23,13,12,10,3,3,1,0,0,0,1,0,1,3,.300,.417,.400,.817,130,4,0,1,0,0,0
24,15,24,23,3,2,2,0,0,0,1,0,1,13,.087,.125,.174,.299,-22,4,0,0,0,0,0
24,10,12,12,2,1,1,0,0,0,0,0,0,6,.083,.083,.167,.250,-35,2,0,0,0,0,0
24,5,12,11,1,1,1,0,0,0,1,0,1,7,.091,.167,.182,.348,-9,2,0,0,0,0,0
25,40,77,63,11,10,1,1,0,3,4,2,10,23,.159,.274,.206,.480,34,13,2,0,4,0,0
26,28,68,67,11,15,4,1,1,6,4,1,1,23,.224,.235,.358,.594,61,24,1,0,0,0,0
24,25,39,35,7,8,1,0,1,6,1,0,2,8,.229,.282,.343,.625,63,12,0,1,0,1,0
25,91,291,265,36,68,11,3,2,20,21,4,14,58,.257,.310,.343,.654,77,91,5,7,4,1,1
26,89,256,231,30,53,9,3,4,27,8,2,11,53,.229,.290,.346,.636,66,80,3,9,4,1,1
27,15,28,25,3,4,1,0,1,4,1,0,1,9,.160,.214,.320,.534,44,8,0,1,0,1,0
27,1,4,1,1,0,0,0,0,0,1,0,2,1,.000,.750,.000,.750,138,0,0,1,0,0,0
28,15,48,37,9,10,4,1,0,2,5,0,5,13,.270,.417,.432,.849,136,16,0,5,0,1,0
27,16,44,36,1,4,0,0,1,5,0,0,7,13,.111,.250,.194,.444,26,7,0,0,0,1,0
21,108,452,413,63,105,17,1,21,52,4,6,33,110,.254,.314,.453,.767,97,187,8,4,0,2,1
22,101,387,345,47,77,15,2,22,58,3,3,38,75,.223,.303,.470,.773,101,162,5,2,1,1,2
23,148,573,509,80,143,23,5,25,70,5,4,58,136,.281,.353,.493,.846,124,251,12,1,0,5,5
24,157,664,585,84,150,27,2,32,97,8,7,71,158,.256,.341,.474,.814,118,277,8,5,1,2,14
25,155,633,560,89,141,35,5,34,99,9,3,62,155,.252,.327,.514,.841,121,288,5,4,0,7,11
26,160,697,626,89,164,43,1,30,109,7,3,63,185,.262,.329,.478,.807,120,299,9,2,0,5,13
27,137,545,493,71,107,21,1,18,66,12,3,44,149,.217,.281,.373,.654,82,184,8,2,1,5,5
28,157,649,580,72,131,35,4,26,87,9,5,58,145,.226,.294,.434,.729,97,252,10,2,0,9,8
29,147,589,539,74,135,27,6,33,99,4,2,44,126,.250,.309,.506,.815,113,273,14,3,0,3,7
29,97,402,370,60,98,22,6,25,80,4,2,27,83,.265,.316,.559,.875,126,207,11,2,0,3,3
29,50,187,169,14,37,5,0,8,19,0,0,17,43,.219,.294,.391,.685,84,66,3,1,0,0,4
30,103,448,406,61,104,20,0,29,75,0,1,39,102,.256,.321,.520,.841,121,211,9,1,0,2,0
30,43,169,149,21,37,9,2,7,26,1,0,18,37,.248,.331,.477,.808,108,71,2,1,0,1,0
31,94,361,319,31,71,18,1,9,37,2,3,41,75,.223,.310,.370,.680,90,118,3,0,0,1,4
32,47,184,165,27,35,11,0,14,28,1,0,16,53,.212,.283,.533,.816,114,88,1,1,0,2,0
32,51,149,145,16,32,6,0,12,31,0,0,3,29,.221,.235,.510,.745,85,74,4,0,0,1,0
33,32,103,96,11,19,4,2,6,14,0,0,7,24,.198,.252,.469,.721,89,45,1,0,0,0,1
34,10,39,34,3,4,1,0,1,3,0,0,5,13,.118,.231,.235,.466,30,8,2,0,0,0,0
22,1,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,87,1,0,0,0,0,0
23,11,25,20,3,6,2,0,1,2,1,0,5,6,.300,.440,.550,.990,171,11,0,0,0,0,0
26,21,26,25,2,2,0,0,0,0,0,0,0,9,.080,.080,.080,.160,-56,2,1,0,1,0,0
27,5,6,5,1,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,-49,0,1,0,0,0,0
28,3,8,7,0,0,0,0,0,0,0,0,1,3,.000,.125,.000,.125,-61,0,0,0,0,0,0
29,76,180,165,15,46,11,0,2,18,2,2,10,53,.279,.322,.382,.704,93,63,3,2,0,3,0
29,43,109,99,7,26,5,0,0,8,1,1,8,33,.263,.321,.313,.634,75,31,3,1,0,1,0
29,33,71,66,8,20,6,0,2,10,1,1,2,20,.303,.324,.485,.809,120,32,0,1,0,2,0
30,14,26,23,3,5,0,0,2,3,1,1,3,5,.217,.308,.478,.786,105,11,0,0,0,0,0
32,9,24,21,3,4,0,0,2,4,1,0,2,6,.190,.292,.476,.768,107,10,1,1,0,0,0
22,31,113,100,14,29,8,0,3,8,1,1,13,16,.290,.372,.460,.832,123,46,1,0,0,0,2
23,67,243,223,11,47,9,0,1,18,0,0,15,53,.211,.263,.265,.528,46,59,8,2,0,3,1
25,14,36,33,3,4,1,0,1,6,0,0,2,8,.121,.167,.242,.409,13,8,1,0,0,1,0
27,13,36,31,4,9,1,0,2,5,0,0,3,14,.290,.389,.516,.905,143,16,0,2,0,0,0
29,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0
30,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
31,6,21,20,0,3,1,0,0,0,0,0,0,4,.150,.190,.200,.390,8,4,0,1,0,0,0
26,20,27,25,3,5,1,0,0,0,3,0,1,6,.200,.259,.240,.499,40,6,2,1,0,0,0
27,37,95,83,8,15,1,0,2,6,3,1,5,24,.181,.266,.265,.531,44,22,1,5,1,1,0
28,13,34,27,4,7,2,0,1,6,1,0,3,11,.259,.364,.444,.808,121,12,1,2,0,1,0
29,64,103,87,20,11,1,0,1,4,4,1,12,26,.126,.252,.172,.425,20,15,1,3,0,1,0
29,52,85,70,16,10,1,0,1,4,4,1,11,21,.143,.282,.200,.482,36,14,1,3,0,1,0
29,12,18,17,4,1,0,0,0,0,0,0,1,5,.059,.111,.059,.170,-51,1,0,0,0,0,0
26,31,32,27,2,6,0,1,0,2,1,2,5,10,.222,.344,.296,.640,60,8,1,0,0,0,0
27,21,37,32,5,3,1,0,0,0,1,0,4,15,.094,.194,.125,.319,-16,4,0,0,1,0,0
28,87,296,260,46,72,18,1,13,47,6,0,34,71,.277,.361,.504,.865,128,131,9,1,0,1,0
29,43,111,95,18,23,6,0,0,14,6,0,14,26,.242,.342,.305,.648,84,29,3,1,0,1,3
30,11,16,14,1,3,1,0,0,0,2,0,1,6,.214,.267,.286,.552,53,4,0,0,1,0,0
30,64,175,152,21,27,4,0,4,15,1,3,22,52,.178,.286,.283,.569,56,43,0,1,0,0,0
26,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,1,0,0,0,0
25,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0
25,44,149,127,16,25,5,2,3,14,1,1,18,38,.197,.299,.339,.638,74,43,4,1,1,1,1
24,20,60,53,14,13,5,0,4,8,0,0,6,16,.245,.333,.566,.899,138,30,3,1,0,0,0
25,43,140,116,21,27,5,0,7,14,0,0,24,37,.233,.364,.457,.821,129,53,6,0,0,0,0
26,119,448,393,47,85,23,0,17,59,0,0,40,114,.216,.306,.405,.710,98,159,7,12,0,3,0
22,11,28,21,3,2,1,0,0,0,0,0,7,4,.095,.321,.143,.464,36,3,1,0,0,0,0
23,59,216,189,33,49,2,0,24,45,0,0,22,60,.259,.352,.651,1.003,166,123,6,5,0,0,1
24,162,660,580,85,143,33,0,29,84,2,1,70,163,.247,.335,.453,.788,117,263,13,8,0,2,3
25,127,547,483,73,129,26,0,36,91,0,0,51,138,.267,.351,.545,.896,139,263,11,12,0,1,7
26,60,245,210,28,41,4,1,14,42,1,0,34,77,.195,.310,.424,.734,103,89,2,1,0,0,2
